Автор,Статус заказа,Дата отзыва,Кол-во звезд,Текст отзыва,Артикул
Елена,Выкупили,"23 января, 15:39",star5,Достоинства:Все пришло хорошо упаковано.  Спасибо продавцу и валдберес за доставку.,24716557.0
Нина,Выкупили,"23 января, 10:52",star5,"Достоинства:Вкус приятный, Десны перестали кровоточить.",24716557.0
Юлия,,"23 января, 10:19",star5,Достоинства:Доктор прописал. Вайлдберис молниеносно доставил. Все отлично. Ополаскиватель не резкий. Качество понравилось.,24716557.0
Данил,Выкупили,"23 января, 07:48",star5,"Достоинства:Полезно, стоматолог прописалНедостатки:Язык чуть немеет",24716557.0
Ольга,Выкупили,"22 января, 21:20",star5,Достоинства:Нравится,24716557.0
Сауле,Выкупили,"22 января, 01:15",star4,"Достоинства:Отличный опаласкиватель, хорошо помогает при воспалениях, временно снимает боль.Недостатки:Упаковка:( крышка к сожалению треснутая, немного пролилось",24716557.0
Покупатель Wildberries,Выкупили,"21 января, 08:24",star5,"Достоинства:Это просто находка для меня, на ночь прополоскала, на утро всё прошло, у меня было воспаление десен, отлично, спасибо🙏💕 за товар, он реально работаетНедостатки:Я не понимаю, почему некоторые пишут про упаковку, что помятая коробка, вы же всё равно её выкините,хочется в отзывах знать о товаре, хорош он или плох в использовании.Комментарий:Теперь всегда буду брать Асепту, всё отлично, работает на всё 100🫶",24716557.0
Анна,Выкупили,"19 января, 22:40",star5,Достоинства:ВсеКомментарий:Очень классное средство. Беру не в первый раз,24716557.0
Юлия,Выкупили,"19 января, 21:54",star5,Достоинства:Брала по рекомендации своего стоматолога. Довольна,24716557.0
Покупатель Wildberries,Выкупили,"19 января, 18:57",star4,"Достоинства:Вроде бы неплохое, посмотрим как поможет",24716557.0
Ольга,Выкупили,"17 января, 22:13",star5,"Достоинства:Во время ангина мне очень помог этот ополаскиватель, 20 процентов хлор гексидина и очень хорошо обезбаливает на время
Чуда не ждите, но думаю он очень не плох)Комментарий:Спасибо",24716557.0
Покупатель Wildberries,Выкупили,"17 января, 17:31",star5,Спасибо большое продавцу. Рекомендую,24716557.0
Дарья,Выкупили,"17 января, 13:50",star5,Достоинства:Хороший ополаскиватель. Помогает от воспаления и кровоточивости десен!,24716557.0
Виктория,Выкупили,"16 января, 20:05",star5,Достоинства:Хороший ополаскиватель,24716557.0
Анжелика,Выкупили,"16 января, 14:07",star5,"Заказываю всевремя,в аптеке дороже так же и валдберис развеяться цены выбрала дешевле",24716557.0
Светлана,Выкупили,"16 января, 11:30",star5,"От протеза болела десна, жгло и покраснело, стала полоскать АСЕПТА за пару дней прошло. Однозначно рекомендую",24716557.0
Ксения,Выкупили,"16 января, 07:28",star5,Достоинства:РаботаетКомментарий:Немеет язык после ополаскивания. Уже после пары применений стало получше. Однозначно работает.,24716557.0
Ралия,Выкупили,"15 января, 21:49",star4,"Достоинства:Ополоснула только один раз, весь язык онемел, второй раз боюсь пробовать",24716557.0
Ольга,Выкупили,"15 января, 03:00",star5,Достоинства:Прекрасный ополаскиватель. Очень довольна.,24716557.0
Татьяна,Выкупили,"14 января, 19:03",star5,"Достоинства:Очень хороший ополаскиватель, покупаю не первый раз, обезболивающий и антисептический, использовала после имплантации. Рекомендую.",24716557.0
Елена,Выкупили,"12 января, 21:10",star5,Достоинства:Супер.,24716557.0
Евгений,Выкупили,"12 января, 18:52",star5,"Достоинства:Хороший ополаскиватель. Слегка с обезболом вроде. Освежает, дезинфицирует.",24716557.0
Вадим,Выкупили,"12 января, 11:01 • Дополнен",star5,"Приобрел по совету врача после установки имплантов, отличная вещь, только после первого применения непривычно язык онемел, беру уже второй раз, как кончится ещё куплюПервоначальный отзыв",24716557.0
Покупатель Wildberries,Выкупили,"10 января, 15:49 • Дополнен",star5,Спасибо за товар!Первоначальный отзыв,24716557.0
Дарья,Выкупили,"09 января, 00:49",star5,"Все хорошо, слегка нимеет язык при полоскании",24716557.0
Покупатель Wildberries,Выкупили,"07 января, 10:25",star5,"Достоинства:Доктор назначил, довольна.",24716557.0
Ольга,Выкупили,"06 января, 23:42",star5,"Достоинства:ОбезболиваетНедостатки:НетКомментарий:Назначил врач для лечения и профилактики пародонтита. Помогает,в связке с кремами,постами этой же серии. обезболивает! Это самое главное его качество и достоинство",24716557.0
Татьяна,Выкупили,"06 января, 16:01",star5,Недостатки:Понравился ополаскиватель. Восполение снимает хорошо,24716557.0
Ирина,Выкупили,"06 января, 13:30",star5,"Достоинства:Только начала пользоваться,надеюсь то,что надо!",24716557.0
Покупатель Wildberries,Выкупили,"04 января, 17:23",star5,"Достоинства:Стоматолог порекомендовал, очень понравилось. После первого полоскания ушли болевые ощущения, спала отёчность. Рекомендую.",24716557.0
Наталья,Выкупили,"04 января, 14:01",star5,"Хороший ополаскиватель,  этот бренд посоветовал стоматолог.",24716557.0
Галина,Выкупили,"04 января, 08:30",star5,"Достоинства:Помогает хорошо, воспаление и боль при установке зубных протезов , уменьшилась за три дня",24716557.0
Поля,Выкупили,"04 января, 02:04",star4,Достоинства:ХзНедостатки:Коробка пришла порватаяКомментарий:Пока изменения нету,24716557.0
Анна,Выкупили,"02 января, 21:16",star5,Достоинства:Спасибо!!!👍🏾👍🏾👍🏾,24716557.0
Марина,Выкупили,"02 января, 15:46",star5,Достоинства:Отлично обезболивает,24716557.0
Игорь,Выкупили,"31 декабря 2024, 16:42",star4,Достоинства:Не заметилНедостатки:Щипит язык.Комментарий:Средний если оценка,24716557.0
Анатолий,Выкупили,"31 декабря 2024, 10:24",star5,Хороший товар,24716557.0
Лейла,Выкупили,"30 декабря 2024, 10:20",star5,Ополаскиватель супер .,24716557.0
Лариса,Выкупили,"30 декабря 2024, 01:03",star5,"Достоинства:Реально помогает от кровоточивости.Недостатки:Мерный колпачек на баночке болтается - неудобно, но и не критично.Комментарий:Главное не переусердствовать, язык станет ""деревянным""",24716557.0
Покупатель Wildberries,Выкупили,"29 декабря 2024, 17:13",star5,"Достоинства:Пользуюсь, нравится",24716557.0
Татьяна,Выкупили,"28 декабря 2024, 09:38",star5,"Достоинства:Не плохой, нравиться.",24716557.0
Ольга,Выкупили,"26 декабря 2024, 06:23",star5,"Достоинства:Ополаскиватель очень понравился,освежает и даже немного обезболивает десна.Спасибо",24716557.0
Вероника,Выкупили,"25 декабря 2024, 12:18",star5,Замечателтный ополаскиватель.,24716557.0
Марина,Выкупили,"24 декабря 2024, 20:34",star5,"Достоинства:Мне нравится, заказываю не первый раз. Сначала по совету стоматолога брала только пасту и гель, потом весь комплекс. Есть в первые несколько минут ощущение лёгкой заморозки из-за хлоргексидина в составе, быстро проходит. Для меня важнее хорошее состояние дёсен после использования Асепты. 
Спасибо!",24716557.0
Ксения,Выкупили,"24 декабря 2024, 00:43",star5,Достоинства:ОригиналНедостатки:Цена,24716557.0
Ольга,Выкупили,"23 декабря 2024, 23:22",star5,"Достоинства:Заказываю уже второй раз !!! Брала для лечения десен от восполения и кровоточивости ! Отлично помогает все  в комплексе этого производителя  ( и набор брала , и для ирригатора ) !!! Отличный товар !!! СПАСИБО продавцу !!! Рекомендую !!!",24716557.0
Ольга,Выкупили,"23 декабря 2024, 19:39",star3,"Недостатки:Горький, очень сильный анестезирующий эффектКомментарий:Не ожидала, что на столько сильно немеет полость рта. Не переношу это ощущение, всегда тошнит. Воспользовалась один раз, больше не смогла, эффективность не могу оценить в связи с этим",24716557.0
Никита,Выкупили,"23 декабря 2024, 15:55",star5,Достоинства:Мятная вкусняшка,24716557.0
Ирина,Выкупили,"22 декабря 2024, 19:29",star5,Достоинства:Любимый ополаскиватель,24716557.0
Вероника,Выкупили,"18 декабря 2024, 13:05",star5,Достоинства:Хорошее средство.Недостатки:Нету.,24716557.0
Мария,,"17 декабря 2024, 10:15",star5,"Достоинства:Обалдеть не ожидала, что так онемеет рот 😃 с задачей справляется на ура.  Онемение конечно немного смущает. Спасибо))))",24716557.0
Деметра,Выкупили,"17 декабря 2024, 03:30",star5,"Достоинства:Своим свойствам вполне соответствует, рекомендую!!!",24716557.0
Лариса,Выкупили,"16 декабря 2024, 17:01",star4,Недостатки:Коробка порвана и помята,24716557.0
Людмила,,"16 декабря 2024, 12:55",star5,Достоинства:Ополаскиватель супер!!!,24716557.0
Кира,Выкупили,"15 декабря 2024, 19:28",star5,Достоинства:Хорошо помог при воспалении дёсен.,24716557.0
Валентина,Выкупили,"15 декабря 2024, 16:40",star5,Достоинства:Пришёл целый. По вкусу приятный. По поводу свойств- пока не поняла,24716557.0
т,Выкупили,"15 декабря 2024, 15:45",star5,"Вкус приятный, обезболивает, освежает.",24716557.0
Наталья,Выкупили,"15 декабря 2024, 01:57",star5,Достоинства:Меньше запах изо рта(у меня парадонтоз(((,24716557.0
Лариса,,"12 декабря 2024, 23:28",star5,Достоинства:Пользуюсь вместе с соответствующей пастой. Хороший ополаскиватель.,24716557.0
Оксана,,"12 декабря 2024, 18:30",star5,Достоинства:Отличный ополаскиватель,24716557.0
Ирина,,"11 декабря 2024, 13:35",star5,Достоинства:Рабочая штука. Берем вторую.,24716557.0
Юлия,Выкупили,"11 декабря 2024, 12:15",star3,Недостатки:Эффекта ноль,24716557.0
Анжела,,"10 декабря 2024, 09:57",star5,Достоинства:Очень хороший ополаскиватель. Быстро помогает привести десна в покой. Беру уже не первый раз.,24716557.0
Ольга,,"09 декабря 2024, 11:13",star5,"Достоинства:Ополаскиватель отличный, рекомендую",24716557.0
Екатерина,,"07 декабря 2024, 19:35",star2,Недостатки:Это просто ужас ! Я такого анемания языка и рта не ожидала ! Честно даже испугалась .Комментарий:Не советую ! Есть лучше и не такие жесткие,24716557.0
Наталия,Выкупили,"06 декабря 2024, 19:38",star5,Отличный ополаскиватель ! Спас ребёнка от стоматита,24716557.0
Ирина,Выкупили,"06 декабря 2024, 17:41",star5,Недостатки:Отлично,24716557.0
Майя,,"06 декабря 2024, 08:09",star5,"Достоинства:Хороший оплласкиватель, беру только его и зубную пасту такуюже, мне очень нравится. 👍",24716557.0
Таточка,,"05 декабря 2024, 21:57",star4,"Достоинства:Всё нормальноНедостатки:упаковка порватая, помятая, и флакон немного вмятина.",24716557.0
Наталья,Выкупили,"05 декабря 2024, 17:32",star5,"Достоинства:После применения остаëтся как небольшая заморозка, но десна перестала кровоточить",24716557.0
Ольга,,"05 декабря 2024, 12:43",star5,"Достоинства:Такая же как и в аптеках ,Недостатки:-Комментарий:Спасибо,все очень нравится,рот вяжет немного после полоскания ,но так и должно.спасибо",24716557.0
Татьяна М,,"04 декабря 2024, 18:39",star5,"Пасаны, если у кого жена разговорчивая, берите, нескет все на долго. Ну а если серьёзно средство бомбическое.",24716557.0
Елена,Выкупили,"04 декабря 2024, 11:44",star5,Достоинства:Очень хороший ополаскиватель,24716557.0
Елена,,"03 декабря 2024, 12:43",star5,"Достоинства:Отличный ополаскиватель, снижает кровоточивость десен",24716557.0
Екатерина,,"02 декабря 2024, 18:16",star5,"Достоинства:Снимает воспаление в деснахКомментарий:Посоветовал пародонтолог,  тк из-за брекетов десны сильно воспалились. Приятный вкус, есть небольшое онемение из-за анестетика",24716557.0
Светлана,Выкупили,"02 декабря 2024, 14:06",star5,Достоинства:Пришёл хорошо упакован. Всё целое. Купила по рекомендации стоматолога.,24716557.0
Ольга,Выкупили,"01 декабря 2024, 12:16",star5,Достоинства:Пользуюсь постоянно 👍👍,24716557.0
Татьяна,,"01 декабря 2024, 09:18",star5,Достоинства:Хорошо освежает и дизинфицирует,24716557.0
Елена,Выкупили,"01 декабря 2024, 05:55",star5,Достоинства:Классные,24716557.0
Татьяна,,"01 декабря 2024, 01:48",star1,"Недостатки:Странно, нет никакой защиты от открывания флакона! То есть уверенности что находится во флаконе ноль",24716557.0
Елена,Выкупили,"30 ноября 2024, 18:20",star5,"Достоинства:Беру не первый раз. 
Оригинальный.",24716557.0
Мария,Выкупили,"30 ноября 2024, 10:21",star5,Достоинства:Рекомендация стоматолога!,24716557.0
Лира,Выкупили,"30 ноября 2024, 06:35",star5,"Отлично работает, кровоточивость дёсен пропала",24716557.0
Дарья,Выкупили,"29 ноября 2024, 22:06",star5,Достоинства:Классный. Немного заметен эффект после использованияКомментарий:Сильно песет язык и немеет как после стоматолога,24716557.0
Екатерина,Выкупили,"29 ноября 2024, 16:32",star5,"Достоинства:Очень хорошо снимает боль десен, дыхание свежее👍Недостатки:Не обнаруженоКомментарий:У кого проблемы с деснами-советую!!!!",24716557.0
Покупатель Wildberries,,"28 ноября 2024, 19:24",star5,Достоинства:Заказываю не в первый раз. Очень помогает. Исчезает кровоточение десен,24716557.0
Вета,,"28 ноября 2024, 11:22",star5,"Достоинства:Всё получила, качественно упаковано, всё в целости, спасибо",24716557.0
Юлия,,"28 ноября 2024, 08:56",star5,Достоинства:Отличный бальзам при проблемных дёснах.,24716557.0
Неля,,"28 ноября 2024, 07:29",star5,Достоинства:Обладает обезболивающим эффектом.,24716557.0
Ирина,Выкупили,"26 ноября 2024, 21:03",star5,"Хороший ополаскиватель, очень нравится, куплю ещё",24716557.0
Татьяна,Выкупили,"25 ноября 2024, 02:00",star5,"Достоинства:Упакован хорошо, пользуюсь недавно, поэтому оценить пока не могу.",24716557.0
Анастасия,Выкупили,"23 ноября 2024, 15:17",star5,"Достоинства:Теперь фанат АСЕПТы. Полоскалка хорошо справилась при восполении дёсен, паста ещё и отбеливает ,а адгезивный гель подлечивает",24716557.0
Ольга Скоскина,,"23 ноября 2024, 13:27",star5,"Достоинства:Отличный ополаскиватель, с зубным налеиос справляется на все 100%",24716557.0
Антонина,Выкупили,"23 ноября 2024, 10:59",star5,Достоинства:Как всегда на высоте!!!,24716557.0
Татьяна,,"22 ноября 2024, 17:48",star5,"Достоинства:Хороший ополаскиватель, использовала по рекомендации стоматолага.",24716557.0
Наталья,,"21 ноября 2024, 08:06",star5,"Достоинства:Хороший ополаскиватель, снимает воспаление с десенНедостатки:Немеет язык 🥲",24716557.0
Светлана,Выкупили,"18 ноября 2024, 12:53",star5,Достоинства:Супер ополаскиватель,24716557.0
Кристина,,"18 ноября 2024, 07:02",star5,"Достоинства:Пользуюсь второй день , пока что все в процессе , обезбаливает хорошо .",24716557.0
Павел,Выкупили,"17 ноября 2024, 11:17",star5,Достоинства:Супер 👍👍👍,24716557.0
Николай,,"17 ноября 2024, 11:09",star5,Достоинства:Упакован хорошо.,24716557.0
Адиюх,,"16 ноября 2024, 22:12",star5,Достоинства:РекомендуюНедостатки:+,24716557.0
Ольга,,"16 ноября 2024, 10:23",star5,"Достоинства:Нравится, что содержит ксилит и сохраняется чистота зубов",24716557.0
Татьяна,Выкупили,"15 ноября 2024, 06:08",star5,Достоинства:Всё нравится,24716557.0
Рита,Выкупили,"14 ноября 2024, 15:00",star5,Недостатки:После ополаскивания появляется чувствительность зубов,24716557.0
Ольга,,"14 ноября 2024, 14:39",star5,"Достоинства:Не пользуюсь ещё, но думаю что подойдёт!",24716557.0
Максим,Выкупили,"14 ноября 2024, 11:40",star5,Достоинства:Хороший ополаскиватель,24716557.0
Лилия,Выкупили,"14 ноября 2024, 10:25",star4,Достоинства:Дочери понравилось,24716557.0
Наталья,Выкупили,"14 ноября 2024, 09:11",star5,Достоинства:Классный ополаскиватель. Беру не первый раз,24716557.0
Михаил    И,Выкупили,"12 ноября 2024, 18:12",star5,"Достоинства:Отлично влияет не только на данный, но я и горло им полоскал одновременно с дëснами.",24716557.0
Сергей Вихорев,Выкупили,"12 ноября 2024, 09:10",star5,Достоинства:Очень хорошо снимает воспаление дёсен.,24716557.0
Юлия,Выкупили,"11 ноября 2024, 11:24",star4,"Достоинства:Стоимость, эффект обезбаливания, не шипитНедостатки:Немеет язык от него, а не только десны, маленький объём, в наборе дешевле брать всё же, маленькая крышка для полоскания, крышка никак не закреплена и просто висит на пробке это не удобноКомментарий:Приобрела по совету в интернете от стоматолога и когда удалили зуб, он мне помогал хорошо, но за первые 3 дня конечно его использовала..взяда второй, пользуюсь ещё",24716557.0
Любовь,Выкупили,"10 ноября 2024, 19:57",star5,Достоинства:Отличное средство. Помогает. Эффективно.Недостатки:Вкус первые секунды похож на лекарство),24716557.0
Покупатель Wildberries,,"10 ноября 2024, 12:30",star5,"Достоинства:Реально помогает ,приятный вкус мяты довольна покупкой ,посоветовал стоматолог",24716557.0
Елена,,"09 ноября 2024, 16:48",star5,Достоинства:Соответствует описанию .,24716557.0
Ирина,Выкупили,"08 ноября 2024, 11:44",star4,Достоинства:На вкус неплохой и ощущение во рту приятные после ополаскивания.,24716557.0
таисия,Выкупили,"07 ноября 2024, 21:46",star5,Достоинства:Хороший,24716557.0
Светлана,Выкупили,"07 ноября 2024, 10:53",star5,Достоинства:Хороший ополаскиватель,24716557.0
елена,Выкупили,"06 ноября 2024, 10:09",star4,"У подростка после полоскания, начинаются головные боли",24716557.0
Людмила,Выкупили,"06 ноября 2024, 09:26",star5,"Работает отлично, только рот немеет )",24716557.0
Павел,Выкупили,"05 ноября 2024, 19:54",star5,"Достоинства:Не дорогой, помогает. Результат виден почти сразу.Недостатки:Нет.Комментарий:Очень рад этой покупке. Буду регулярно заказывать.",24716557.0
Ирина,,"04 ноября 2024, 22:07",star5,"Достоинства:Ополаскиватель очень приятный, десны после 2 недель использования перестали кровоточить",24716557.0
Оксана,,"04 ноября 2024, 21:28",star5,"Достоинства:Реально снижает кровоточивость десен.Недостатки:После ополаскивателя немного немеет язык, а так все супер",24716557.0
Татьяна,Выкупили,"04 ноября 2024, 19:41",star5,"Достоинства:Продукт работает. Перепробовала много чего.,нопомог именно он снять воспаление.",24716557.0
Татьяна,Выкупили,"04 ноября 2024, 19:03",star5,Достоинства:Помогает совместно с гелем для десенНедостатки:Онемение после применения,24716557.0
Алексей,,"04 ноября 2024, 16:48",star1,"Достоинства:Не понялНедостатки:После полоскания полости рта, язык и щеки свело на 1 час, концентрация бешеная, или что-то силное не хорошее в составе! И нет под колпачком защитной пленки , так что назревает вопрос где и в каких условиях разливают!?Комментарий:Может у меня индивидуальная не переносимость препората , но я бы не ресковал !Впечатления покупателя про:эффект от средства",24716557.0
Вера,Выкупили,"02 июля, 19:53",star5,Любимая зубная паста.,177243834.0
Иван,Выкупили,"28 июня, 04:51",star5,Качество отличное беру постоянно.десна перестали кровоточить .,177243834.0
Алина,Выкупили,"26 июня, 11:12",star5,Эффекта не увидела спустя месяц пользования,177243834.0
Елена,Выкупили,"23 июня, 19:50",star5,Достоинства:Всё,177243834.0
Алексей,Выкупили,"19 июня, 03:44",star5,Для меня лучшая зубная паста.,177243834.0
Павлова Марина,Выкупили,"06 мая, 16:57",star4,Достоинства:Сняла заеду на отсутствие упаковки. Коробку выдали в скрытую. Это не очень приятно.,177243834.0
Алексей,Выкупили,"02 мая, 16:25",star5,Достоинства:Моя любимая паста! Только её покупаю.,177243834.0
Vera,Выкупили,"14 апреля, 13:34",star3,"Доооооолгая доставка,зубы уже сгнили; упаковка вся рваная,коробка в которой паста вся мятая,рваная,открытая (((((((",177243834.0
Татьяна,Выкупили,"15 марта, 15:39",star5,"Достоинства:Последнее время пользуюсь этой пастой, все устраивает, хотя дороговато, конечно.",177243834.0
Людмила,Выкупили,"12 марта, 07:51",star3,"Недостатки:Пришел товар в рванной упаковке, оторван кусок упаковки где должен быть срок годности, но так то на тюбе тоже указывается и он подходил к концу.",177243834.0
марина,Выкупили,"04 марта, 20:00",star2,"Недостатки:ни какую чувствительность зубов паста актив ни убирает,как реагировали зубы,так и продолжают.незнаю что лечитВпечатления покупателя про:другое",177243834.0
Наталья,Выкупили,"28 февраля, 16:35",star5,Достоинства:Хорошая паста,177243834.0
Покупатель Wildberries,Выкупили,"27 февраля, 21:46",star5,Достоинства:Нравится,177243834.0
Елена,Выкупили,"27 февраля, 20:36",star5,"Достоинства:Отличная паста, работает 👍",177243834.0
Нина,Выкупили,"26 февраля, 14:29",star3,Тюбик был не запечетан коробка порвата буду покупать в аптеке,177243834.0
Александра,Выкупили,"23 февраля, 21:22",star5,Достоинства:Отличная,177243834.0
Татьяна,Выкупили,"22 февраля, 20:53",star5,Достоинства:Отличная  паста,177243834.0
Елена,Выкупили,"20 февраля, 22:55",star5,"Достоинства:Приятная паста ,чудес не заметила!",177243834.0
Татьяна,Выкупили,"05 февраля, 21:00",star5,Достоинства:Самая любимая зубная паста! Всегда заказываю. Именно асепта- актив самая лучшая!Недостатки:НетКомментарий:Рекомендую 👍,177243834.0
Любовь,Выкупили,"19 ноября 2024, 17:17",star5,Достоинства:Хорошая паста.Недостатки:НетКомментарий:Понравилась,177243834.0
Наталья,,"29 сентября 2024, 23:08",star5,Достоинства:Понравилась,177243834.0
Юлия,,"22 августа 2024, 11:01",star5,Всегда поеупаю. Отличная паста,177243834.0
Татьяна Логунова,,"13 ноября 2023, 05:09",star1,"К качеству товара вопросов нет, но к упаковке ..... Почему упаковка в растерзанном виде. Неприятно покупать. Продавец не уважает покупателя, поэтому - одна звезда.",177243834.0
Марина,,"21 октября 2023, 12:23",star5,"Очень хорошая зубная паста, укрепляет десны",177243834.0
Валентина,Выкупили,"14 декабря 2024, 17:52",star5,Достоинства:Достойный товар,227509019.0
Юлия,,"18 июля 2024, 14:27",star4,"После применения почернели зубы очень обидно, ведь не прошло и двух недель после профессиональной чистки зубов, как-то так",227509019.0
Елена,,"12 мая 2024, 09:38",star5,"Купила по рекомендации стоматолога, т.к имею проблемы с деснами(пародонтит) в целом ополаскиватель хороший. Не приятных ощущений нет при использовании. Единственное нимеет ящык😊но это я так понимаю обезболивающий эффект.",227509019.0
Покупатель Wildberries,Выкупили,"03 марта, 22:03",star3,Недостатки:Полная хрень зубная паста пришла не та а забрали 500 р,304923710.0
Светлана,Выкупили,"30 июня, 21:07",star3,Недостатки:Товар не соответствует фотографии. Прислали другую зубную пасту. А нужна была как на фото,224244896.0
Валентина,Выкупили,"27 июня, 19:37",star5,"Достоинства:Как всегда,на высоте. Отличная паста!",224244896.0
Елена,Выкупили,"19 марта, 17:59",star1,"Недостатки:Совершенно другая зубная паста. Жаль, что обнаружили дома. Не покупайте.",224244896.0
Валентина,Выкупили,"15 марта, 15:26",star5,Достоинства:Любимая зубная паста,224244896.0
Роман,Выкупили,"16 января, 17:51",star3,"Достоинства:заказал что на картинке, пришли другие, то же АЦЕПТА, менять не стал, по цене одинаковыНедостатки:пришли не те, что заказывалВпечатления покупателя про:другое",224244896.0
Наталья,,"13 декабря 2024, 15:31",star1,"Достоинства:Пришла не та зубная паста . Заказала в белой упаковке она дорогая, а пришла в синей упаковке, она значительно дешевле. Сразу не поняла  , поняла значительно позже. Очень расстроилась. Теперь нет желания связываться с валберис",224244896.0
Анна,Выкупили,"30 ноября 2024, 18:40",star5,Достоинства:Все как в описании,224244896.0
Татьяна,,"07 октября 2024, 19:22",star1,Недостатки:Продавец положил другую пасту.Больше заказывать у него не буду!!Впечатления покупателя про:другое,224244896.0
Светлана,,"03 октября 2024, 18:23",star2,"Доставили не ту пасту, которую заказывала. Отказ.
Неприятно, когда приходится ждать,  ***  - зря.",224244896.0
Татьяна,,"04 июня 2024, 15:45",star1,"Не проверила на пункте , а когда открыла дома , то одной пасты нет, аккуратно разрезано, сама виновата, надо все проверять. Претензии к себе",224244896.0
Покупатель Wildberries,Выкупили,"Вчера, 18:47",star3,"Достоинства:Обман полнейший, пишут, что поменялся дизайн , а цена в два раза дороже и качество другое, обидно, не берите в этой упаковке, все- равно прийдет в синем тюбике, который вполовину дешевле, выбирайте сразу его.Впечатления покупателя про:другое",153143477.0
Покупатель Wildberries,Выкупили,"04 июля, 10:17",star1,"Недостатки:Вы мне отправили другой тюбик зубной пасты вместо заявленной. Конечно ошибка моя, что не проверила при получении, так как  до этого случая все товары приходили такие как я заказывалаВпечатления покупателя про:другое",153143477.0
Татьяна,Выкупили,"05 июня, 17:21",star1,"Достоинства:На картинке совершенно другое оформление, пришло не то что заказывала я не не говорю что паста плохая хочется оригиналВпечатления покупателя про:неоригинал",153143477.0
Екатерина,Выкупили,"02 июня, 15:31",star5,Обычная зубная паста. Рекомендавал стоматолог,153143477.0
Александр,Выкупили,"23 мая, 15:57",star5,Достоинства:Мне нравится,153143477.0
Галина,Отказались,"01 мая, 08:51",star1,Недостатки:Пришел не тот товар,153143477.0
Покупатель Wildberries,Выкупили,"28 апреля, 14:14",star5,Достоинства:Мне понравилась паста,153143477.0
Ольга,Выкупили,"23 апреля, 11:07",star5,"Недостатки:Пришла Асепта в другом тюбике темно-синем, не было времени перезаказать. Буду пробовать.",153143477.0
Любовь,Выкупили,"03 апреля, 18:37",star5,Достоинства:Давно пользуюсь этой пастой. Исчезли проблемы с деснами. Спасибо производителю и продавцу.,153143477.0
Галина,Отказались,"18 марта, 15:15",star1,Недостатки:Прислали не ту пасту в разорванной упаковке.,153143477.0
Вероника,Выкупили,"16 марта, 13:13",star5,Достоинства:Хорошая паста. Дёсны кровоточить действительно перестали,153143477.0
Покупатель Wildberries,Отказались,"03 марта, 16:29",star1,Недостатки:Другой продукт,153143477.0
Покупатель Wildberries,Выкупили,"12 февраля, 18:27",star5,Достоинства:Пользуюсь уже давно !!!,153143477.0
Александр,Отказались,"10 февраля, 21:28",star5,Достоинства:Прислали не то что я закаал,153143477.0
Татьяна,Выкупили,"30 декабря 2024, 10:47",star5,"Достоинства:Всегда её беру, очень довольнаНедостатки:Нет",153143477.0
Алла,Отказались,"15 декабря 2024, 21:02",star1,Продавец уже второйраз кладет не тот товар. Заменяет его более дешовым. А цену не меняет! Продавца не советую,153143477.0
Роман,,"22 ноября 2024, 20:22",star1,"Пришел не тот товар, что был заявлен.",153143477.0
Светлана,Отказались,"18 ноября 2024, 16:30",star1,Пришёл не тот товар,153143477.0
Ирина,,"08 ноября 2024, 15:03",star1,Недостатки:Положили совсем другую пасту,153143477.0
Евгения,Отказались,"28 октября 2024, 13:32",star1,"Достоинства:НетНедостатки:Шлют совершенно другую пасту в 2 раза дешевле.
Недобросовестный продавецВпечатления покупателя про:неоригинал",153143477.0
Татьяна,Выкупили,"21 октября 2024, 22:38",star2,"Прислали другую з.п по цене в двое дешевле ,из этой же серии.От этого разочарование. Пользуюсь Асептой не первый год,теперь доверия нет",153143477.0
Андрей,Выкупили,"21 октября 2024, 16:57 • Дополнен",star1,Не фонтанПервоначальный отзыв,153143477.0
Алексей,,"15 октября 2024, 13:29",star2,"Недостатки:Продавец отправил не ту пасту, что я заказывал.Впечатления покупателя про:другое",153143477.0
Татьяна,,"12 октября 2024, 22:15",star5,"Достоинства:Помогает справиться с кровоточивостью десен, беру по рекомендации моего пародонтолога",153143477.0
Ирина,,"09 октября 2024, 10:13",star1,"Достоинства:Прислали не ту пасту, обнаружила только дома.Впечатления покупателя про:другое",153143477.0
Ася ,,"05 октября 2024, 15:02",star5,"Достоинства:Хорошая паста, помогает в комплексе с другими средствамтНедостатки:Не нашла",153143477.0
Оксана,,"05 октября 2024, 10:12",star5,Достоинства:Очень хорошая паста!Рекомендую!!,153143477.0
Елена,,"22 августа 2024, 09:14",star5,Хорошая зубная паста,153143477.0
Надежда,,"06 августа 2024, 16:24",star5,"Сняла воспаление с десен, купила по совету стоматолога, благодарю.",153143477.0
Татьяна,,"25 апреля 2024, 11:26",star5,"Хорошая паста, помогает",153143477.0
Покупатель Wildberries,,"10 апреля 2024, 11:01",star5,Описанию соответствует,153143477.0
Наталья,,"14 июня 2023, 11:53",star5,Паста супер!!!!,153143477.0
Татьяна,,"25 мая 2023, 06:02",star5,Прописал доктор. Один из лучших вариантов. Нам подошло.,153143477.0
Оксана,,"22 апреля 2023, 13:57",star5,Паста хорошая 👍 👍 👍,153143477.0
Влад,Выкупили,"02 мая, 09:27",star5,"Не в первый раз беру, хороший ополаскиватель, хорошо упаковано 👍",238961840.0
Ольга,Выкупили,"19 февраля, 21:19",star3,"Достоинства:Не ту зубную пасту прислали, возврат",175555443.0
